No. ,Orgin date,Longitude(E),Latitude(N),Magnitude,Depth,Location,Place,Place_2
Small area,2017-11-11 20:26:10,120.71,23.63,3,13.3,23.63N 120.71E,i.e. 19.8 km ESE of Yunlin County(23.63N 120.71E,i.e. 19.8 km ESE of Yunlin County)
52,2017-11-11 20:24:43,120.71,23.64,4.1,15,23.64N 120.71E,i.e. 19.4 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.4 km ESE of Yunlin County)
51,2017-11-11 20:22:53,120.71,23.64,5.2,14.9,23.64N 120.71E,i.e. 19.9 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.9 km ESE of Yunlin County)
50,2017-11-11 20:13:04,120.71,23.63,4,14.3,23.63N 120.71E,i.e. 20.4 km ESE of Yunlin County(23.63N 120.71E,i.e. 20.4 km ESE of Yunlin County)
Small area,2017-11-11 20:08:55,120.71,23.63,3.1,15.2,23.63N 120.71E,i.e. 20.3 km ESE of Yunlin County(23.63N 120.71E,i.e. 20.3 km ESE of Yunlin County)
Small area,2017-11-11 20:02:40,120.71,23.63,2.8,14.6,23.63N 120.71E,i.e. 19.8 km ESE of Yunlin County(23.63N 120.71E,i.e. 19.8 km ESE of Yunlin County)
Small area,2017-11-11 19:32:27,120.71,23.63,2.9,14.2,23.63N 120.71E,i.e. 19.7 km ESE of Yunlin County(23.63N 120.71E,i.e. 19.7 km ESE of Yunlin County)
Small area,2017-11-11 19:21:13,120.71,23.64,3.3,15.2,23.64N 120.71E,i.e. 19.8 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.8 km ESE of Yunlin County)
49,2017-11-11 19:14:39,120.71,23.64,4.6,15.3,23.64N 120.71E,i.e. 19.7 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.7 km ESE of Yunlin County)
Small area,2017-11-11 03:15:36,120.71,23.64,3.1,14.9,23.64N 120.71E,i.e. 19.8 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.8 km ESE of Yunlin County)
Small area,2017-11-11 03:09:52,120.7,23.64,2.8,14.8,23.64N 120.70E,i.e. 19.5 km ESE of Yunlin County(23.64N 120.70E,i.e. 19.5 km ESE of Yunlin County)
Small area,2017-11-11 02:54:50,120.7,23.63,3.4,14.7,23.63N 120.70E,i.e. 19.7 km ESE of Yunlin County(23.63N 120.70E,i.e. 19.7 km ESE of Yunlin County)
Small area,2017-11-10 16:15:41,120.97,23.03,3.6,3.3,23.03N 120.97E,i.e. 35.4 km NNW of Taitung County(23.03N 120.97E,i.e. 35.4 km NNW of Taitung County)
Small area,2017-11-10 03:01:14,120.71,23.63,3.1,14.1,23.63N 120.71E,i.e. 20.0 km ESE of Yunlin County(23.63N 120.71E,i.e. 20.0 km ESE of Yunlin County)
Small area,2017-11-10 00:34:43,120.71,23.63,3.2,14.2,23.63N 120.71E,i.e. 20.2 km ESE of Yunlin County(23.63N 120.71E,i.e. 20.2 km ESE of Yunlin County)
Small area,2017-11-08 12:11:34,120.96,23.76,3.7,25.3,23.76N 120.96E,i.e. 31.6 km ESE of Nantou County(23.76N 120.96E,i.e. 31.6 km ESE of Nantou County)
Small area,2017-11-05 09:12:22,120.54,23.17,3.4,15,23.17N 120.54E,i.e. 35.3 km SE of Chiayi City(23.17N 120.54E,i.e. 35.3 km SE of Chiayi City)
Small area,2017-11-05 04:17:43,120.68,23.42,3.2,6.2,23.42N 120.68E,i.e. 24.1 km ESE of Chiayi City(23.42N 120.68E,i.e. 24.1 km ESE of Chiayi City)
Small area,2017-11-04 08:29:04,121.53,23.57,3.5,26.7,23.57N 121.53E,i.e. 47.5 km SSW of Hualien County(23.57N 121.53E,i.e. 47.5 km SSW of Hualien County)
47,2017-11-04 07:34:48,121.55,23.55,5.2,30,23.55N 121.55E,i.e. 49.0 km S of Hualien County(23.55N 121.55E,i.e. 49.0 km S of Hualien County)
46,2017-11-03 10:48:59,120.95,23,5.1,6.2,23.00N 120.95E,i.e. 34.0 km NW of Taitung County(23.00N 120.95E,i.e. 34.0 km NW of Taitung County)
45,2017-11-03 10:48:15,120.96,23.03,4.6,6.6,23.03N 120.96E,i.e. 36.2 km NW of Taitung County(23.03N 120.96E,i.e. 36.2 km NW of Taitung County)
Small area,2017-10-30 07:15:44,122.31,24.12,5.1,26.8,24.12N 122.31E,i.e. 71.3 km E of Hualien County(24.12N 122.31E,i.e. 71.3 km E of Hualien County)
44,2017-10-30 05:50:43,121.12,23.97,4.1,36.3,23.97N 121.12E,i.e. 44.5 km E of Nantou County(23.97N 121.12E,i.e. 44.5 km E of Nantou County)
Small area,2017-10-29 18:33:31,121.84,24.4,2.9,12.4,24.40N 121.84E,i.e. 37.8 km SE of Yilan County(24.40N 121.84E,i.e. 37.8 km SE of Yilan County)
Small area,2017-10-28 01:54:21,120.71,23.22,3.5,7.2,23.22N 120.71E,i.e. 39.0 km SE of Chiayi City(23.22N 120.71E,i.e. 39.0 km SE of Chiayi City)
Small area,2017-10-27 20:18:55,121.62,23.95,2.9,24.1,23.95N 121.62E,i.e. 4.5 km S of Hualien County(23.95N 121.62E,i.e. 4.5 km S of Hualien County)
Small area,2017-10-26 07:51:32,121.69,24.6,3.7,44.9,24.60N 121.69E,i.e. 16.4 km SSW of Yilan County(24.60N 121.69E,i.e. 16.4 km SSW of Yilan County)
43,2017-10-26 01:23:55,120.71,23.23,4.3,7.6,23.23N 120.71E,i.e. 38.6 km SE of Chiayi City(23.23N 120.71E,i.e. 38.6 km SE of Chiayi City)
Small area,2017-10-25 06:44:26,120.53,23.36,3.2,10.5,23.36N 120.53E,i.e. 15.2 km SE of Chiayi City(23.36N 120.53E,i.e. 15.2 km SE of Chiayi City)
Small area,2017-10-25 00:07:55,121.41,23.75,2.8,19.1,23.75N 121.41E,i.e. 34.4 km SW of Hualien County(23.75N 121.41E,i.e. 34.4 km SW of Hualien County)
Small area,2017-10-24 12:53:09,120.71,23.23,3.5,7.8,23.23N 120.71E,i.e. 38.9 km SE of Chiayi City(23.23N 120.71E,i.e. 38.9 km SE of Chiayi City)
Small area,2017-10-22 17:07:28,121.6,24.03,3,7.7,24.03N 121.60E,i.e. 4.5 km NNW of Hualien County(24.03N 121.60E,i.e. 4.5 km NNW of Hualien County)
Small area,2017-10-21 20:39:01,122.01,23.37,3.8,29.4,23.37N 122.01E,i.e. 79.3 km SE of Hualien County(23.37N 122.01E,i.e. 79.3 km SE of Hualien County)
Small area,2017-10-21 18:43:30,121.85,24.39,2.5,14.2,24.39N 121.85E,i.e. 38.7 km SE of Yilan County(24.39N 121.85E,i.e. 38.7 km SE of Yilan County)
Small area,2017-10-21 00:34:55,121.13,23.79,3.1,33.6,23.79N 121.13E,i.e. 46.0 km ESE of Nantou County(23.79N 121.13E,i.e. 46.0 km ESE of Nantou County)
Small area,2017-10-20 21:41:31,121.87,24.27,3.2,12.4,24.27N 121.87E,i.e. 40.0 km NE of Hualien County(24.27N 121.87E,i.e. 40.0 km NE of Hualien County)
Small area,2017-10-17 23:36:06,121.8,24.4,3,10.2,24.40N 121.80E,i.e. 36.6 km S of Yilan County(24.40N 121.80E,i.e. 36.6 km S of Yilan County)
Small area,2017-10-17 15:25:03,121.83,24.3,3.2,10.1,24.30N 121.83E,i.e. 39.7 km NE of Hualien County(24.30N 121.83E,i.e. 39.7 km NE of Hualien County)
Small area,2017-10-16 11:53:38,121.48,23.8,3.1,9.7,23.80N 121.48E,i.e. 25.7 km SW of Hualien County(23.80N 121.48E,i.e. 25.7 km SW of Hualien County)
Small area,2017-10-13 04:37:41,120.78,23.12,2.7,7.2,23.12N 120.78E,i.e. 52.3 km SE of Chiayi City(23.12N 120.78E,i.e. 52.3 km SE of Chiayi City)
Small area,2017-10-12 02:45:20,122.47,24.78,5.2,114.3,24.78N 122.47E,i.e. 72.1 km E of Yilan County(24.78N 122.47E,i.e. 72.1 km E of Yilan County)
Small area,2017-10-09 01:28:21,121.58,24.14,3.1,17,24.14N 121.58E,i.e. 16.4 km NNW of Hualien County(24.14N 121.58E,i.e. 16.4 km NNW of Hualien County)
Small area,2017-10-04 11:57:48,120.71,23.63,3.1,14.2,23.63N 120.71E,i.e. 19.8 km ESE of Yunlin County(23.63N 120.71E,i.e. 19.8 km ESE of Yunlin County)
Small area,2017-10-04 00:22:34,121.67,24.46,2.9,3.9,24.46N 121.67E,i.e. 31.5 km SSW of Yilan County(24.46N 121.67E,i.e. 31.5 km SSW of Yilan County)
Small area,2017-10-02 07:44:55,121.8,24.45,2.9,18.9,24.45N 121.80E,i.e. 30.9 km S of Yilan County(24.45N 121.80E,i.e. 30.9 km S of Yilan County)
Small area,2017-09-24 13:49:45,122.3,23.99,4.6,23.3,23.99N 122.30E,i.e. 69.2 km E of Hualien County(23.99N 122.30E,i.e. 69.2 km E of Hualien County)
Small area,2017-09-24 04:31:47,120.8,23.1,3.3,8.1,23.10N 120.80E,i.e. 52.7 km NW of Taitung County(23.10N 120.80E,i.e. 52.7 km NW of Taitung County)
Small area,2017-09-23 21:34:58,120.8,23.1,3.2,7.3,23.10N 120.80E,i.e. 52.8 km NW of Taitung County(23.10N 120.80E,i.e. 52.8 km NW of Taitung County)
42,2017-09-20 22:29:56,121.78,23.32,5.8,29,23.32N 121.78E,i.e. 76.5 km SE of Hualien County(23.32N 121.78E,i.e. 76.5 km SE of Hualien County)
Small area,2017-09-20 00:19:37,121.55,23.57,3.9,26.8,23.57N 121.55E,i.e. 47.2 km S of Hualien County(23.57N 121.55E,i.e. 47.2 km S of Hualien County)
Small area,2017-09-19 17:25:02,121.73,23.78,3.9,43.6,23.78N 121.73E,i.e. 25.7 km SE of Hualien County(23.78N 121.73E,i.e. 25.7 km SE of Hualien County)
41,2017-09-18 06:39:54,121.56,23.57,4.8,28.7,23.57N 121.56E,i.e. 47.4 km S of Hualien County(23.57N 121.56E,i.e. 47.4 km S of Hualien County)
Small area,2017-09-17 16:32:12,120.59,23.31,3.1,11.6,23.31N 120.59E,i.e. 23.0 km SE of Chiayi City(23.31N 120.59E,i.e. 23.0 km SE of Chiayi City)
Small area,2017-09-16 16:15:46,120.7,23.64,2.6,14,23.64N 120.70E,i.e. 19.3 km ESE of Yunlin County(23.64N 120.70E,i.e. 19.3 km ESE of Yunlin County)
Small area,2017-09-15 23:32:01,120.71,23.63,3.1,13.8,23.63N 120.71E,i.e. 19.9 km ESE of Yunlin County(23.63N 120.71E,i.e. 19.9 km ESE of Yunlin County)
Small area,2017-09-15 08:56:26,121.99,24.85,3.3,11.8,24.85N 121.99E,i.e. 26.5 km ENE of Yilan County(24.85N 121.99E,i.e. 26.5 km ENE of Yilan County)
Small area,2017-09-14 23:02:06,120.71,23.64,2.9,14.1,23.64N 120.71E,i.e. 19.6 km ESE of Yunlin County(23.64N 120.71E,i.e. 19.6 km ESE of Yunlin County)
Small area,2017-09-14 20:15:05,120.78,23.24,3.2,4.3,23.24N 120.78E,i.e. 43.0 km SE of Chiayi City(23.24N 120.78E,i.e. 43.0 km SE of Chiayi City)
Small area,2017-09-14 09:52:38,120.6,23.28,3.6,12.2,23.28N 120.60E,i.e. 26.7 km SE of Chiayi City(23.28N 120.60E,i.e. 26.7 km SE of Chiayi City)
Small area,2017-09-14 01:00:03,121.61,23.91,3.2,23.9,23.91N 121.61E,i.e. 8.7 km S of Hualien County(23.91N 121.61E,i.e. 8.7 km S of Hualien County)
Small area,2017-09-13 14:42:56,121.63,24.29,2.8,23,24.29N 121.63E,i.e. 33.5 km N of Hualien County(24.29N 121.63E,i.e. 33.5 km N of Hualien County)
Small area,2017-09-12 08:11:52,120.7,23.64,2.9,13.5,23.64N 120.70E,i.e. 19.2 km ESE of Yunlin County(23.64N 120.70E,i.e. 19.2 km ESE of Yunlin County)
Small area,2017-09-12 08:06:01,121.79,23.97,4.1,51.6,23.97N 121.79E,i.e. 16.9 km E of Hualien County(23.97N 121.79E,i.e. 16.9 km E of Hualien County)
Small area,2017-09-12 07:01:29,121.61,23.92,3.5,23.4,23.92N 121.61E,i.e. 8.5 km SSW of Hualien County(23.92N 121.61E,i.e. 8.5 km SSW of Hualien County)
40,2017-09-11 10:25:41,122.06,24.77,4.7,70.5,24.77N 122.06E,i.e. 30.5 km E of Yilan County(24.77N 122.06E,i.e. 30.5 km E of Yilan County)
Small area,2017-09-10 23:47:08,121.36,23.19,3.5,18.1,23.19N 121.36E,i.e. 52.5 km NNE of Taitung County(23.19N 121.36E,i.e. 52.5 km NNE of Taitung County)
Small area,2017-09-10 13:49:59,121.32,23.2,3.2,31.8,23.20N 121.32E,i.e. 52.2 km NNE of Taitung County(23.20N 121.32E,i.e. 52.2 km NNE of Taitung County)
Small area,2017-09-10 12:32:52,121.8,24.31,3.4,19.4,24.31N 121.80E,i.e. 40.5 km NNE of Hualien County(24.31N 121.80E,i.e. 40.5 km NNE of Hualien County)
Small area,2017-09-10 05:41:28,121.59,23.96,2.7,7.9,23.96N 121.59E,i.e. 4.5 km SW of Hualien County(23.96N 121.59E,i.e. 4.5 km SW of Hualien County)
Small area,2017-09-06 02:10:46,121.76,24.38,3.5,7.3,24.38N 121.76E,i.e. 38.7 km S of Yilan County(24.38N 121.76E,i.e. 38.7 km S of Yilan County)
Small area,2017-09-05 18:11:00,121.52,24.03,2.9,17.3,24.03N 121.52E,i.e. 11.0 km WNW of Hualien County(24.03N 121.52E,i.e. 11.0 km WNW of Hualien County)
38,2017-09-05 18:08:05,121.53,24.03,4.2,18.6,24.03N 121.53E,i.e. 10.3 km WNW of Hualien County(24.03N 121.53E,i.e. 10.3 km WNW of Hualien County)
Small area,2017-09-01 06:09:28,121.62,24.69,3.7,61.8,24.69N 121.62E,i.e. 14.9 km WSW of Yilan County(24.69N 121.62E,i.e. 14.9 km WSW of Yilan County)
Small area,2017-08-30 01:29:54,121.7,24.08,3.6,33.3,24.08N 121.70E,i.e. 13.1 km NE of Hualien County(24.08N 121.70E,i.e. 13.1 km NE of Hualien County)
Small area,2017-08-28 14:45:47,120.71,23.1,3.6,7.3,23.10N 120.71E,i.e. 49.5 km SE of Chiayi City(23.10N 120.71E,i.e. 49.5 km SE of Chiayi City)
Small area,2017-08-28 14:38:58,120.72,23.09,3.7,6.9,23.09N 120.72E,i.e. 50.9 km SE of Chiayi City(23.09N 120.72E,i.e. 50.9 km SE of Chiayi City)
Small area,2017-08-25 14:40:42,122.01,24.38,3.7,26.2,24.38N 122.01E,i.e. 46.0 km SE of Yilan County(24.38N 122.01E,i.e. 46.0 km SE of Yilan County)
Small area,2017-08-24 16:44:44,121.66,24.11,3.6,26.6,24.11N 121.66E,i.e. 14.2 km NNE of Hualien County(24.11N 121.66E,i.e. 14.2 km NNE of Hualien County)
Small area,2017-08-24 15:08:04,121.46,23.98,3.3,26.6,23.98N 121.46E,i.e. 16.1 km W of Hualien County(23.98N 121.46E,i.e. 16.1 km W of Hualien County)
Small area,2017-08-21 02:01:15,121,23.98,3.3,15.5,23.98N 121.00E,i.e. 32.9 km ENE of Nantou County(23.98N 121.00E,i.e. 32.9 km ENE of Nantou County)
Small area,2017-08-15 14:27:56,122.01,24.57,3.8,56.8,24.57N 122.01E,i.e. 30.4 km ESE of Yilan County(24.57N 122.01E,i.e. 30.4 km ESE of Yilan County)
Small area,2017-08-14 15:18:58,121.74,24.65,2.8,9.2,24.65N 121.74E,i.e. 9.7 km SSW of Yilan County(24.65N 121.74E,i.e. 9.7 km SSW of Yilan County)
Small area,2017-08-14 05:33:05,121.97,24.38,3.7,22.1,24.38N 121.97E,i.e. 43.8 km SE of Yilan County(24.38N 121.97E,i.e. 43.8 km SE of Yilan County)
36,2017-08-11 09:58:54,121.4,23.19,4.9,21,23.19N 121.40E,i.e. 54.3 km NNE of Taitung County(23.19N 121.40E,i.e. 54.3 km NNE of Taitung County)
35,2017-08-10 00:05:36,121.43,23.56,4.7,31.9,23.56N 121.43E,i.e. 51.7 km SSW of Hualien County(23.56N 121.43E,i.e. 51.7 km SSW of Hualien County)
Small area,2017-08-09 07:36:11,121.47,23.78,3.2,14,23.78N 121.47E,i.e. 28.4 km SW of Hualien County(23.78N 121.47E,i.e. 28.4 km SW of Hualien County)
Small area,2017-08-08 07:14:55,121.96,24.39,3.9,22,24.39N 121.96E,i.e. 43.3 km SE of Yilan County(24.39N 121.96E,i.e. 43.3 km SE of Yilan County)
Small area,2017-08-08 00:41:57,121.62,24.6,3.9,52,24.60N 121.62E,i.e. 21.2 km SW of Yilan County(24.60N 121.62E,i.e. 21.2 km SW of Yilan County)
Small area,2017-08-07 09:55:01,121.77,24.39,2.8,14.8,24.39N 121.77E,i.e. 38.3 km S of Yilan County(24.39N 121.77E,i.e. 38.3 km S of Yilan County)
Small area,2017-08-07 06:28:00,121.84,24.41,2.9,9.9,24.41N 121.84E,i.e. 36.7 km SE of Yilan County(24.41N 121.84E,i.e. 36.7 km SE of Yilan County)
Small area,2017-08-05 11:21:18,121.81,24.24,3.1,11.4,24.24N 121.81E,i.e. 33.9 km NE of Hualien County(24.24N 121.81E,i.e. 33.9 km NE of Hualien County)
Small area,2017-08-02 02:14:24,120.51,23.41,3.2,7.4,23.41N 120.51E,i.e. 9.9 km SE of Chiayi City(23.41N 120.51E,i.e. 9.9 km SE of Chiayi City)
34,2017-07-30 09:00:07,120.59,23.19,4.2,8.4,23.19N 120.59E,i.e. 35.4 km SE of Chiayi City(23.19N 120.59E,i.e. 35.4 km SE of Chiayi City)
Small area,2017-07-30 06:42:21,120.51,23.72,2.9,22.8,23.72N 120.51E,i.e. 2.6 km NW of Yunlin County(23.72N 120.51E,i.e. 2.6 km NW of Yunlin County)
Small area,2017-07-29 11:46:28,121.85,24.48,2.8,12.3,24.48N 121.85E,i.e. 29.7 km SE of Yilan County(24.48N 121.85E,i.e. 29.7 km SE of Yilan County)
Small area,2017-07-28 06:56:01,121.78,24.29,2.9,24.3,24.29N 121.78E,i.e. 37.5 km NNE of Hualien County(24.29N 121.78E,i.e. 37.5 km NNE of Hualien County)
Small area,2017-07-27 01:28:34,121.59,23.36,4.1,41.9,23.36N 121.59E,i.e. 69.9 km S of Hualien County(23.36N 121.59E,i.e. 69.9 km S of Hualien County)
Small area,2017-07-23 10:10:08,121.78,24.39,3.8,7.9,24.39N 121.78E,i.e. 37.6 km S of Yilan County(24.39N 121.78E,i.e. 37.6 km S of Yilan County)
Small area,2017-07-20 10:05:52,121.79,23.93,3.8,55.7,23.93N 121.79E,i.e. 18.7 km ESE of Hualien County(23.93N 121.79E,i.e. 18.7 km ESE of Hualien County)
Small area,2017-07-18 15:01:08,121.76,24.7,3.4,75.3,24.70N 121.76E,i.e. 3.3 km S of Yilan County(24.70N 121.76E,i.e. 3.3 km S of Yilan County)
33,2017-07-18 03:16:26,121.57,23.59,4.6,35.2,23.59N 121.57E,i.e. 45.2 km S of Hualien County(23.59N 121.57E,i.e. 45.2 km S of Hualien County)
Small area,2017-07-17 11:45:25,121.53,24.55,3.6,58.6,24.55N 121.53E,i.e. 30.7 km SW of Yilan County(24.55N 121.53E,i.e. 30.7 km SW of Yilan County)
Small area,2017-07-17 08:41:45,121.62,24.13,3.5,26.4,24.13N 121.62E,i.e. 15.9 km N of Hualien County(24.13N 121.62E,i.e. 15.9 km N of Hualien County)
Small area,2017-07-16 12:27:34,120.84,23.11,3,4.2,23.11N 120.84E,i.e. 50.4 km NW of Taitung County(23.11N 120.84E,i.e. 50.4 km NW of Taitung County)
Small area,2017-07-13 00:00:10,121.94,24.52,3.8,57.4,24.52N 121.94E,i.e. 30.0 km SE of Yilan County(24.52N 121.94E,i.e. 30.0 km SE of Yilan County)
Small area,2017-07-12 23:46:37,121.77,24.45,2.9,6.2,24.45N 121.77E,i.e. 31.6 km S of Yilan County(24.45N 121.77E,i.e. 31.6 km S of Yilan County)
Small area,2017-07-12 07:07:36,122.38,24.49,4.4,61.7,24.49N 122.38E,i.e. 68.4 km ESE of Yilan County(24.49N 122.38E,i.e. 68.4 km ESE of Yilan County)
Small area,2017-07-12 02:31:35,121.75,24.22,3.4,15.1,24.22N 121.75E,i.e. 28.7 km NNE of Hualien County(24.22N 121.75E,i.e. 28.7 km NNE of Hualien County)
Small area,2017-07-09 23:19:39,121.43,23.29,3.1,27,23.29N 121.43E,i.e. 65.8 km NNE of Taitung County(23.29N 121.43E,i.e. 65.8 km NNE of Taitung County)
Small area,2017-07-08 06:23:11,121.75,24.22,3,13.3,24.22N 121.75E,i.e. 28.8 km NNE of Hualien County(24.22N 121.75E,i.e. 28.8 km NNE of Hualien County)
Small area,2017-07-08 06:05:15,121.74,24.23,3.1,13.4,24.23N 121.74E,i.e. 28.9 km NNE of Hualien County(24.23N 121.74E,i.e. 28.9 km NNE of Hualien County)
Small area,2017-07-07 00:19:55,120.65,23.54,2.7,12,23.54N 120.65E,i.e. 21.0 km ENE of Chiayi City(23.54N 120.65E,i.e. 21.0 km ENE of Chiayi City)
Small area,2017-07-04 16:38:35,120.69,23.51,3.1,9.4,23.51N 120.69E,i.e. 24.8 km E of Chiayi City(23.51N 120.69E,i.e. 24.8 km E of Chiayi City)
32,2017-07-02 14:45:11,121.81,24.45,3.5,18.7,24.45N 121.81E,i.e. 32.0 km S of Yilan County(24.45N 121.81E,i.e. 32.0 km S of Yilan County)
Small area,2017-07-01 01:17:34,121.92,24.33,3.9,31.8,24.33N 121.92E,i.e. 47.6 km SE of Yilan County(24.33N 121.92E,i.e. 47.6 km SE of Yilan County)
Small area,2017-06-29 15:53:51,120.8,23.55,3.1,14.6,23.55N 120.80E,i.e. 32.4 km ESE of Yunlin County(23.55N 120.80E,i.e. 32.4 km ESE of Yunlin County)
31,2017-06-26 20:42:29,121.82,24.3,3.9,12.8,24.30N 121.82E,i.e. 39.4 km NNE of Hualien County(24.30N 121.82E,i.e. 39.4 km NNE of Hualien County)
Small area,2017-06-24 14:49:50,121.55,23.8,3.9,20.5,23.80N 121.55E,i.e. 22.3 km SSW of Hualien County(23.80N 121.55E,i.e. 22.3 km SSW of Hualien County)
Small area,2017-06-24 03:07:26,120.93,23.19,3.4,1.7,23.19N 120.93E,i.e. 53.2 km NNW of Taitung County(23.19N 120.93E,i.e. 53.2 km NNW of Taitung County)
Small area,2017-06-24 03:06:36,120.93,23.19,3.4,1.3,23.19N 120.93E,i.e. 53.3 km NNW of Taitung County(23.19N 120.93E,i.e. 53.3 km NNW of Taitung County)
Small area,2017-06-23 11:30:14,121.72,24.14,3.3,8.7,24.14N 121.72E,i.e. 18.9 km NNE of Hualien County(24.14N 121.72E,i.e. 18.9 km NNE of Hualien County)
Small area,2017-06-22 02:48:10,121.55,23.73,3.1,3.9,23.73N 121.55E,i.e. 29.6 km SSW of Hualien County(23.73N 121.55E,i.e. 29.6 km SSW of Hualien County)
29,2017-06-21 15:25:39,121.92,24.66,5,62.8,24.66N 121.92E,i.e. 18.2 km ESE of Yilan County(24.66N 121.92E,i.e. 18.2 km ESE of Yilan County)
Small area,2017-06-18 10:46:25,120.66,23.18,3,16.4,23.18N 120.66E,i.e. 39.8 km SE of Chiayi City(23.18N 120.66E,i.e. 39.8 km SE of Chiayi City)
Small area,2017-06-17 14:20:12,121.67,24.1,4.1,9.5,24.10N 121.67E,i.e. 12.6 km NNE of Hualien County(24.10N 121.67E,i.e. 12.6 km NNE of Hualien County)
Small area,2017-06-16 10:51:35,121.87,24.47,3.1,16.5,24.47N 121.87E,i.e. 30.9 km SE of Yilan County(24.47N 121.87E,i.e. 30.9 km SE of Yilan County)
Small area,2017-06-12 20:11:47,121.82,24.52,2.7,9.3,24.52N 121.82E,i.e. 23.8 km SE of Yilan County(24.52N 121.82E,i.e. 23.8 km SE of Yilan County)
Small area,2017-06-11 18:48:48,121.51,24.04,2.6,18.1,24.04N 121.51E,i.e. 12.7 km WNW of Hualien County(24.04N 121.51E,i.e. 12.7 km WNW of Hualien County)
27,2017-06-11 00:46:20,121.63,24.62,4,58.1,24.62N 121.63E,i.e. 18.5 km SW of Yilan County(24.62N 121.63E,i.e. 18.5 km SW of Yilan County)
Small area,2017-06-09 06:26:27,121.78,24.39,3.2,8.3,24.39N 121.78E,i.e. 37.6 km S of Yilan County(24.39N 121.78E,i.e. 37.6 km S of Yilan County)
26,2017-06-04 21:24:46,122.63,24.63,5.1,20.7,24.63N 122.63E,i.e. 88.5 km E of Yilan County(24.63N 122.63E,i.e. 88.5 km E of Yilan County)
Small area,2017-06-04 21:16:27,121.86,24.39,3.3,9.7,24.39N 121.86E,i.e. 38.9 km SE of Yilan County(24.39N 121.86E,i.e. 38.9 km SE of Yilan County)
Small area,2017-06-03 08:42:33,121.42,23.5,3.7,38.8,23.50N 121.42E,i.e. 57.8 km SSW of Hualien County(23.50N 121.42E,i.e. 57.8 km SSW of Hualien County)
Small area,2017-06-01 07:47:41,121.87,24.88,4.1,97.2,24.88N 121.87E,i.e. 19.6 km NE of Yilan County(24.88N 121.87E,i.e. 19.6 km NE of Yilan County)
Small area,2017-05-26 10:10:14,120.87,23.7,3.1,22.7,23.70N 120.87E,i.e. 29.0 km SE of Nantou County(23.70N 120.87E,i.e. 29.0 km SE of Nantou County)
25,2017-05-25 13:48:11,120.52,23.42,4.7,11.8,23.42N 120.52E,i.e. 9.2 km SE of Chiayi City(23.42N 120.52E,i.e. 9.2 km SE of Chiayi City)
24,2017-05-24 21:10:54,120.51,23.42,5.1,12.4,23.42N 120.51E,i.e. 9.0 km SE of Chiayi City(23.42N 120.51E,i.e. 9.0 km SE of Chiayi City)
Small area,2017-05-24 21:05:59,120.51,23.42,3.8,12.6,23.42N 120.51E,i.e. 9.1 km SE of Chiayi City(23.42N 120.51E,i.e. 9.1 km SE of Chiayi City)
Small area,2017-05-24 20:01:56,120.52,23.42,3.6,12.9,23.42N 120.52E,i.e. 9.3 km SE of Chiayi City(23.42N 120.52E,i.e. 9.3 km SE of Chiayi City)
Small area,2017-05-24 19:43:34,120.52,23.42,3.4,13.2,23.42N 120.52E,i.e. 9.4 km SE of Chiayi City(23.42N 120.52E,i.e. 9.4 km SE of Chiayi City)
23,2017-05-24 17:49:03,120.52,23.42,4.2,12.9,23.42N 120.52E,i.e. 9.6 km SE of Chiayi City(23.42N 120.52E,i.e. 9.6 km SE of Chiayi City)
Small area,2017-05-20 15:21:00,121.02,23.89,4,16.8,23.89N 121.02E,i.e. 33.9 km E of Nantou County(23.89N 121.02E,i.e. 33.9 km E of Nantou County)
Small area,2017-05-19 11:27:16,121.4,23.78,3.6,8.9,23.78N 121.40E,i.e. 31.8 km SW of Hualien County(23.78N 121.40E,i.e. 31.8 km SW of Hualien County)
Small area,2017-05-16 12:57:25,121.44,23.84,2.9,19.6,23.84N 121.44E,i.e. 25.0 km SW of Hualien County(23.84N 121.44E,i.e. 25.0 km SW of Hualien County)
22,2017-05-16 07:12:54,121.43,23.28,5.7,24.9,23.28N 121.43E,i.e. 64.9 km NNE of Taitung County(23.28N 121.43E,i.e. 64.9 km NNE of Taitung County)
Small area,2017-05-15 11:12:47,121.78,24.39,3.1,8.9,24.39N 121.78E,i.e. 37.5 km S of Yilan County(24.39N 121.78E,i.e. 37.5 km S of Yilan County)
Small area,2017-05-08 17:41:43,122.19,24.93,3.9,15.6,24.93N 122.19E,i.e. 48.7 km ENE of Yilan County(24.93N 122.19E,i.e. 48.7 km ENE of Yilan County)
Small area,2017-05-08 15:30:01,121.93,24.42,4.1,23.7,24.42N 121.93E,i.e. 38.2 km SE of Yilan County(24.42N 121.93E,i.e. 38.2 km SE of Yilan County)
Small area,2017-05-07 03:00:05,120.96,24.55,2.9,5.5,24.55N 120.96E,i.e. 13.9 km E of Miaoli County(24.55N 120.96E,i.e. 13.9 km E of Miaoli County)
21,2017-05-05 13:07:30,121.52,23.43,4.6,34.3,23.43N 121.52E,i.e. 63.2 km S of Hualien County(23.43N 121.52E,i.e. 63.2 km S of Hualien County)
